accuracy,precision,recall,f1,pr_auc,model,household,scenario,split_type,leak_start,leak_end
0.9999854520767161,0.9965397923875432,1.0,0.9982668977469671,0.9999231251638264,Gradient Boosting,hh-05,Single linear imputation,stratified,2021-11-22 23:57:00+00:00,2021-11-24 23:56:00+00:00
0.9489270906578086,0.057973664959765914,0.7337962962962963,0.10745762711864407,0.048906450193970184,Isolation Forest best gamma=0.05,hh-05,Single linear imputation,stratified,2021-11-22 23:57:00+00:00,2021-11-24 23:56:00+00:00
0.995810198094222,0.0,0.0,0.0,,Majority baseline,hh-05,Single forward-fill imputation,stratified,2021-11-22 23:57:00+00:00,2021-11-24 23:56:00+00:00
0.9581116795577431,0.005847953216374269,0.05324074074074074,0.010538373424971364,0.0363632793254605,Night threshold,hh-05,Single forward-fill imputation,stratified,2021-11-22 23:57:00+00:00,2021-11-24 23:56:00+00:00
0.9999903013844774,0.9988425925925926,0.9988425925925926,0.9988425925925926,0.9999973223648477,Random Forest,hh-05,Single forward-fill imputation,stratified,2021-11-22 23:57:00+00:00,2021-11-24 23:56:00+00:00
0.9996120553790946,1.0,0.9074074074074074,0.9514563106796117,0.9100377927362292,Gradient Boosting,hh-05,Single forward-fill imputation,stratified,2021-11-22 23:57:00+00:00,2021-11-24 23:56:00+00:00
0.9487282690395946,0.05071726052753355,0.6342592592592593,0.09392407232839146,0.044153094554247665,Isolation Forest best gamma=0.05,hh-05,Single forward-fill imputation,stratified,2021-11-22 23:57:00+00:00,2021-11-24 23:56:00+00:00
0.995810198094222,0.0,0.0,0.0,,Majority baseline,hh-05,Single seasonal-profile imputation,stratified,2021-11-22 23:57:00+00:00,2021-11-24 23:56:00+00:00
0.9581116795577431,0.005847953216374269,0.05324074074074074,0.010538373424971364,0.03636331731239752,Night threshold,hh-05,Single seasonal-profile imputation,stratified,2021-11-22 23:57:00+00:00,2021-11-24 23:56:00+00:00
0.9999903013844774,0.9988425925925926,0.9988425925925926,0.9988425925925926,0.9999973223648477,Random Forest,hh-05,Single seasonal-profile imputation,stratified,2021-11-22 23:57:00+00:00,2021-11-24 23:56:00+00:00
0.9996120553790946,1.0,0.9074074074074074,0.9514563106796117,0.9100377927362292,Gradient Boosting,hh-05,Single seasonal-profile imputation,stratified,2021-11-22 23:57:00+00:00,2021-11-24 23:56:00+00:00
0.9486070363455616,0.05192413920088382,0.6527777777777778,0.09619648644038888,0.04505108327447474,Isolation Forest best gamma=0.05,hh-05,Single seasonal-profile imputation,stratified,2021-11-22 23:57:00+00:00,2021-11-24 23:56:00+00:00
0.995810198094222,0.0,0.0,0.0,,Majority baseline,hh-05,Gap-adaptive imputation,stratified,2021-11-22 23:57:00+00:00,2021-11-24 23:56:00+00:00
0.9581116795577431,0.005847953216374269,0.05324074074074074,0.010538373424971364,0.036206197892472265,Night threshold,hh-05,Gap-adaptive imputation,stratified,2021-11-22 23:57:00+00:00,2021-11-24 23:56:00+00:00
0.9999903013844774,0.9988425925925926,0.9988425925925926,0.9988425925925926,0.9999986619567545,Random Forest,hh-05,Gap-adaptive imputation,stratified,2021-11-22 23:57:00+00:00,2021-11-24 23:56:00+00:00
0.9999806027689547,0.9953917050691244,1.0,0.9976905311778291,0.9870346243355459,Gradient Boosting,hh-05,Gap-adaptive imputation,stratified,2021-11-22 23:57:00+00:00,2021-11-24 23:56:00+00:00
0.9487816114249691,0.05382775119617225,0.6770833333333334,0.099727241732015,0.04447250630673573,Isolation Forest best gamma=0.05,hh-05,Gap-adaptive imputation,stratified,2021-11-22 23:57:00+00:00,2021-11-24 23:56:00+00:00
0.9917647619501502,0.0,0.0,0.0,,Majority baseline,hh-06,No missingness/original,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9445169899442406,0.05009983663096751,0.3194444444444444,0.08661540875568806,0.08495582256185882,Night threshold,hh-06,No missingness/original,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9999809369489587,1.0,0.9976851851851852,0.9988412514484357,1.0,Random Forest,hh-06,No missingness/original,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9999428108468761,0.9953810623556582,0.9976851851851852,0.9965317919075144,0.998947854152906,Gradient Boosting,hh-06,No missingness/original,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9875232330934566,0.37350767481523595,0.7604166666666666,0.5009531071292413,0.32265458608862063,Isolation Forest best gamma=0.01,hh-06,No missingness/original,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9917647619501502,0.0,0.0,0.0,,Majority baseline,hh-06,Single linear imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9429061621312491,0.03568840579710145,0.22800925925925927,0.06171679197994987,0.0818053669424725,Night threshold,hh-06,Single linear imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9999904684744794,1.0,0.9988425925925926,0.9994209612044007,1.0,Random Forest,hh-06,Single linear imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9999618738979174,0.9976851851851852,0.9976851851851852,0.9976851851851852,0.9993892324574049,Gradient Boosting,hh-06,Single linear imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9788018872420531,0.26519337016574585,0.8888888888888888,0.4085106382978723,0.21214015571519193,Isolation Forest best gamma=0.02,hh-06,Single linear imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9917647619501502,0.0,0.0,0.0,,Majority baseline,hh-06,Single forward-fill imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9445265214697612,0.021066872825666796,0.1261574074074074,0.036104670420669095,0.0803721384611121,Night threshold,hh-06,Single forward-fill imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9999904684744794,1.0,0.9988425925925926,0.9994209612044007,1.0,Random Forest,hh-06,Single forward-fill imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9999618738979174,0.9976851851851852,0.9976851851851852,0.9976851851851852,0.9993332801191998,Gradient Boosting,hh-06,Single forward-fill imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9777057618071773,0.2344256391789701,0.7534722222222222,0.3575940675638561,0.17541448547069421,Isolation Forest best gamma=0.02,hh-06,Single forward-fill imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9917647619501502,0.0,0.0,0.0,,Majority baseline,hh-06,Single seasonal-profile imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9449840346947529,0.05218978102189781,0.33101851851851855,0.09016393442622951,0.0856368131558119,Night threshold,hh-06,Single seasonal-profile imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9999809369489587,1.0,0.9976851851851852,0.9988412514484357,1.0,Random Forest,hh-06,Single seasonal-profile imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9999523423723967,0.9965317919075144,0.9976851851851852,0.9971081550028918,0.9989706216644032,Gradient Boosting,hh-06,Single seasonal-profile imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9877901158080351,0.3718500307314075,0.7002314814814815,0.4857486953030911,0.3696428637260036,Isolation Forest best gamma=0.01,hh-06,Single seasonal-profile imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9917647619501502,0.0,0.0,0.0,,Majority baseline,hh-06,Gap-adaptive imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9449459085926702,0.05215171407731583,0.33101851851851855,0.09010712035286704,0.08546275508875713,Night threshold,hh-06,Gap-adaptive imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9999904684744794,1.0,0.9988425925925926,0.9994209612044007,1.0,Random Forest,hh-06,Gap-adaptive imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9999523423723967,0.9965317919075144,0.9976851851851852,0.9971081550028918,0.9995339019864337,Gradient Boosting,hh-06,Gap-adaptive imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9792784635180861,0.2766030013642565,0.9386574074074074,0.4272918861959958,0.2884247710902966,Isolation Forest best gamma=0.02,hh-06,Gap-adaptive imputation,stratified,2021-07-21 04:25:00+00:00,2021-07-23 04:24:00+00:00
0.9891818796484111,0.0,0.0,0.0,,Majority baseline,hh-07,No missingness/original,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.9553251696591791,0.02661064425770308,0.08796296296296297,0.04086021505376344,0.1084798073499259,Night threshold,hh-07,No missingness/original,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.9999624370821125,1.0,0.9965277777777778,0.9982608695652174,1.0,Random Forest,hh-07,No missingness/original,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.999837227355821,0.9953434225844005,0.9895833333333334,0.9924550203134068,0.999830254794956,Gradient Boosting,hh-07,No missingness/original,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.9903588510755515,0.5300896286811779,0.9583333333333334,0.6826051112943117,0.5265573410652713,Isolation Forest best gamma=0.01,hh-07,No missingness/original,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.9891818796484111,0.0,0.0,0.0,,Majority baseline,hh-07,Single linear imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.9554879423033581,0.02673232500879353,0.08796296296296297,0.0410035068788778,0.10922753782229519,Night threshold,hh-07,Single linear imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.9999624370821125,1.0,0.9965277777777778,0.9982608695652174,1.0,Random Forest,hh-07,Single linear imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.9998747902737085,0.9988317757009346,0.9895833333333334,0.9941860465116279,0.9931429580416087,Gradient Boosting,hh-07,Single linear imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.990884731925976,0.5441558441558442,0.9699074074074074,0.697171381031614,0.5305773869997681,Isolation Forest best gamma=0.01,hh-07,Single linear imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.9891818796484111,0.0,0.0,0.0,,Majority baseline,hh-07,Single forward-fill imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.9555755891117622,0.02679830747531735,0.08796296296296297,0.04108108108108108,0.10960584998225106,Night threshold,hh-07,Single forward-fill imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.9999499161094834,1.0,0.9953703703703703,0.9976798143851509,1.0,Random Forest,hh-07,Single forward-fill imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.999837227355821,0.9953434225844005,0.9895833333333334,0.9924550203134068,0.9998010124567469,Gradient Boosting,hh-07,Single forward-fill imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.981193499111011,0.3619047619047619,0.9675925925925926,0.5267800882167611,0.35138742668761674,Isolation Forest best gamma=0.02,hh-07,Single forward-fill imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.9891818796484111,0.0,0.0,0.0,,Majority baseline,hh-07,Single seasonal-profile imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.9555755891117622,0.02679830747531735,0.08796296296296297,0.04108108108108108,0.10960584998225106,Night threshold,hh-07,Single seasonal-profile imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.9999499161094834,1.0,0.9953703703703703,0.9976798143851509,1.0,Random Forest,hh-07,Single seasonal-profile imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.999837227355821,0.9953434225844005,0.9895833333333334,0.9924550203134068,0.9998010124567469,Gradient Boosting,hh-07,Single seasonal-profile imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.9886935617158741,0.4861995753715499,0.7951388888888888,0.6034255599472991,0.4850975119645421,Isolation Forest best gamma=0.01,hh-07,Single seasonal-profile imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.9891818796484111,0.0,0.0,0.0,,Majority baseline,hh-07,Gap-adaptive imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.9555881100843914,0.026807760141093474,0.08796296296296297,0.041092187077588535,0.10952017030868205,Night threshold,hh-07,Gap-adaptive imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.9999499161094834,1.0,0.9953703703703703,0.9976798143851509,1.0,Random Forest,hh-07,Gap-adaptive imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.999837227355821,0.9953434225844005,0.9895833333333334,0.9924550203134068,0.9997917511739463,Gradient Boosting,hh-07,Gap-adaptive imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.9901960784313726,0.5255198487712666,0.9652777777777778,0.6805385556915544,0.5509416836035745,Isolation Forest best gamma=0.01,hh-07,Gap-adaptive imputation,stratified,2021-05-31 10:45:00+00:00,2021-06-02 10:44:00+00:00
0.997356270137786,0.0,0.0,0.0,,Majority baseline,hh-08,No missingness/original,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.9633151882892559,0.0,0.0,0.0,0.01493838659703089,Night threshold,hh-08,No missingness/original,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.9999847006373714,1.0,0.9942129629629629,0.9970980847359258,0.99993176554158,Random Forest,hh-08,No missingness/original,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.9983231898559106,0.6128571428571429,0.9930555555555556,0.7579505300353356,0.40241453889626183,Gradient Boosting,hh-08,No missingness/original,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.9494723249829412,0.04742900109896466,0.9490740740740741,0.09034319396243046,0.035828464775662955,Isolation Forest best gamma=0.05,hh-08,No missingness/original,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.997356270137786,0.0,0.0,0.0,,Majority baseline,hh-08,Single linear imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.9633519067595644,0.0,0.0,0.0,0.014951155872386266,Night threshold,hh-08,Single linear imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.9999908203824228,1.0,0.9965277777777778,0.9982608695652174,0.9999749902858972,Random Forest,hh-08,Single linear imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.9990024815566183,0.7601547388781431,0.9097222222222222,0.8282402528977871,0.6030503933403866,Gradient Boosting,hh-08,Single linear imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.9691962632836716,0.06560936467478523,0.8043981481481481,0.12132320851880946,0.04452563051171365,Isolation Forest best gamma=0.03,hh-08,Single linear imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.997356270137786,0.0,0.0,0.0,,Majority baseline,hh-08,Single forward-fill imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.9633427271419872,0.0,0.0,0.0,0.014951319661003395,Night threshold,hh-08,Single forward-fill imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.9999877605098971,1.0,0.9953703703703703,0.9976798143851509,0.9999723699461822,Random Forest,hh-08,Single forward-fill imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.9999694012747429,0.9953596287703016,0.9930555555555556,0.9942062572421785,0.9858695065931043,Gradient Boosting,hh-08,Single forward-fill imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.9690769282551689,0.06140850417615794,0.7488425925925926,0.11350877192982456,0.04375248966670804,Isolation Forest best gamma=0.03,hh-08,Single forward-fill imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.997356270137786,0.0,0.0,0.0,,Majority baseline,hh-08,Single seasonal-profile imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.9633427271419872,0.0,0.0,0.0,0.014951319661003395,Night threshold,hh-08,Single seasonal-profile imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.9999847006373714,1.0,0.9942129629629629,0.9970980847359258,0.9999697555972873,Random Forest,hh-08,Single seasonal-profile imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.9999694012747429,0.9953596287703016,0.9930555555555556,0.9942062572421785,0.9858695065931043,Gradient Boosting,hh-08,Single seasonal-profile imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.9688872161585749,0.055598012991975546,0.6736111111111112,0.10271796681962583,0.04176692370704583,Isolation Forest best gamma=0.03,hh-08,Single seasonal-profile imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.997356270137786,0.0,0.0,0.0,,Majority baseline,hh-08,Gap-adaptive imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.963345787014513,0.0,0.0,0.0,0.014926164734480342,Night threshold,hh-08,Gap-adaptive imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.9999877605098971,1.0,0.9953703703703703,0.9976798143851509,0.9997705495473175,Random Forest,hh-08,Gap-adaptive imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.999926563059383,0.9883720930232558,0.9837962962962963,0.9860788863109049,0.9564864723179363,Gradient Boosting,hh-08,Gap-adaptive imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.9494723249829412,0.0475860075166233,0.9525462962962963,0.09064375791618481,0.038956105305553324,Isolation Forest best gamma=0.05,hh-08,Gap-adaptive imputation,stratified,2021-12-02 09:32:00+00:00,2021-12-04 09:31:00+00:00
0.9963508582240843,0.0,0.0,0.0,,Majority baseline,hh-09,No missingness/original,stratified,2021-09-15 02:40:00+00:00,2021-09-17 02:39:00+00:00
0.9679433031490742,0.01694915254237288,0.13657407407407407,0.0301558906210069,0.07681177127297294,Night threshold,hh-09,No missingness/original,stratified,2021-09-15 02:40:00+00:00,2021-09-17 02:39:00+00:00
0.9999788822813894,1.0,0.9942129629629629,0.9970980847359258,0.9999959812206908,Random Forest,hh-09,No missingness/original,stratified,2021-09-15 02:40:00+00:00,2021-09-17 02:39:00+00:00
0.9999450939316123,0.9930475086906141,0.9918981481481481,0.9924724956572091,0.9989806853084848,Gradient Boosting,hh-09,No missingness/original,stratified,2021-09-15 02:40:00+00:00,2021-09-17 02:39:00+00:00
0.9790174347884849,0.11151079136690648,0.6817129629629629,0.19166937845753335,0.10272419680797777,Isolation Forest best gamma=0.02,hh-09,No missingness/original,stratified,2021-09-15 02:40:00+00:00,2021-09-17 02:39:00+00:00
0.9963508582240843,0.0,0.0,0.0,,Majority baseline,hh-09,Single linear imputation,stratified,2021-09-15 02:40:00+00:00,2021-09-17 02:39:00+00:00
0.9679939856737397,0.017117376294591483,0.13773148148148148,0.0304503582395087,0.07693945969656062,Night threshold,hh-09,Single linear imputation,stratified,2021-09-15 02:40:00+00:00,2021-09-17 02:39:00+00:00
0.9999831058251115,1.0,0.9953703703703703,0.9976798143851509,0.9999973223648477,Random Forest,hh-09,Single linear imputation,stratified,2021-09-15 02:40:00+00:00,2021-09-17 02:39:00+00:00
0.9999450939316123,0.9930475086906141,0.9918981481481481,0.9924724956572091,0.9989381080421925,Gradient Boosting,hh-09,Single linear imputation,stratified,2021-09-15 02:40:00+00:00,2021-09-17 02:39:00+00:00
0.9697087444249223,0.08412447257383966,0.7384259259259259,0.15104166666666666,0.08016407197114758,Isolation Forest best gamma=0.03,hh-09,Single linear imputation,stratified,2021-09-15 02:40:00+00:00,2021-09-17 02:39:00+00:00
0.9963508582240843,0.0,0.0,0.0,,Majority baseline,hh-09,Single forward-fill imputation,stratified,2021-09-15 02:40:00+00:00,2021-09-17 02:39:00+00:00
